participant_id,difficulty,duration_Description,duration_Actions,fix_freq_Ticket,fix_freq_Description,fix_freq_Map,fix_freq_Diagnostics,fix_freq_Actions,time_1st_fix_Diagnostics,visit_freq_Ticket,visit_freq_Map,visit_freq_Actions,visit_len_Ticket,visit_len_Description,visit_len_Diagnostics,visit_len_Actions
1,Easy,137.22358179828998,129.6349750191439,0.593610443146685,1.2092064582617656,0.4397114393679148,2.37444177258674,0.4397114393679148,17.16385269165039,0.04397114393679148,0.08794228787358296,0.17588457574716593,2.3649338483810425,1.32627306665693,2.140639146169027,0.3440987169742584
1,Easy,155.02140476019122,145.44486955476359,0.09720903740269603,2.7218530472754887,0.5508512119486109,1.1989114612999177,0.745269286754003,7.111911058425903,0.03240301246756534,0.19441807480539205,0.12961204987026137,0.4445176124572754,1.6242132981618245,1.4644182324409485,0.9615192413330078
1,Easy,161.73387755763395,131.19433334213682,0.22859586600660503,1.8668662390539412,0.6476882870187143,1.1048800190319243,0.9143834640264201,8.29559850692749,0.03809931100110084,0.1904965550055042,0.1904965550055042,1.0782229900360107,1.38028655733381,2.0039714177449546,0.6939900875091553
1,Easy,147.96596969950548,135.36581819326702,0.13845321795565171,2.284478096268253,0.8653326122228231,1.349918875067604,0.3807463493780422,6.7343666553497314,0.03461330448891293,0.10383991346673878,0.10383991346673878,0.6239938735961914,1.5997766086033411,2.7479801177978516,0.5640413761138916
1,Easy,163.06868603799577,140.3965000063181,0.32711944590263,2.3443560289688485,0.9268384300574517,0.7087587994556983,0.2725995382521917,12.033947706222534,0.054519907650438335,0.10903981530087667,0.054519907650438335,1.1259074211120605,1.4488230148951213,1.3040440082550049,0.827913761138916
1,Easy,155.42681732600053,142.92910713369824,0.05052299190842708,1.313597789619104,0.6315373988553384,2.2735346358792183,0.7073218867179791,11.016026258468628,0.02526149595421354,0.05052299190842708,0.15156897572528122,0.3257761001586914,1.3174982752118791,2.8602271477381387,0.7288671731948853
1,Easy,144.35249999223743,144.75761112084405,0.24614350889382206,1.9691480711505764,0.14768610533629323,2.756807299610807,0.4430583160088797,5.192103624343872,0.04922870177876441,0.04922870177876441,0.14768610533629323,0.8375465869903564,3.480045199394226,3.1892663637797036,0.4593389828999837
1,Easy,149.3346400023438,152.3470000208666,0.13606888487296695,1.3606888487296693,1.333475071755076,1.5783990645264165,0.4082066546189008,13.973836183547974,0.027213776974593387,0.08164133092378016,0.08164133092378016,1.2234749794006348,2.266441226005554,4.166292746861775,0.8886233965555826
1,Easy,152.68305785403672,168.46770833944902,0.08279430789133248,3.339370418283743,1.0211297973264337,0.3035791289348857,0.3311772315653299,19.49378776550293,0.027598102630444158,0.08279430789133248,0.11039241052177663,0.47795891761779785,3.1003064768654958,1.0289981365203857,0.5543422698974609
1,Easy,127.85106002353132,124.5163571521906,0.18674772036474163,1.5562310030395137,0.31124620060790276,2.738966565349544,0.4357446808510638,0.3874835968017578,0.06224924012158055,0.1244984802431611,0.1244984802431611,0.4600028991699219,1.3180938561757405,1.7193772196769714,0.5420272350311279
